rec-id,gender,given-name,surname,postcode,city,telephone-number,credit-card-number,income-normal,age-uniform,income,age,attr-depend-on-normalage,sex,blood-pressure,native_country,marital,age-Australia-pyramidal
rec-0104-org,female,madison,herbert,2611,sydney,04 8930 6938,4024 0071 6650 6187,15298.34,97,98331.3,29,66,na,77.884,Australia,Single,7
rec-0105-dup-0,,kyli,ho,2617,canberra,,4716 33369 5783 6291,58099.14,118,120434.8,3,55,f,72.408,japan,Married,41
rec-0105-dup-1,female,kyli,h,261u,canverra,04 3982 8167,4716 3339 5783 6291,58099.14,118,120434.8,22,55,f,72.408,japan,Married,41
rec-0105-dup-2,female,kyli,h,2618,,04 3982 8167,4716 3339 57873 6291,58099.14,118,120434.8,23,55,f,72.408,japan,Married,41
rec-0105-org,female,kylee,ho,2617,canberra,04 3982 8167,4716 3339 5783 6291,58099.14,118,120434.8,23,55,f,72.408,japan,Married,41
rec-0106-dup-0,,annah,meal,2607,melbourne,,5478 6609 2194 3711,74473.98,54,45268.4,3,86,m,79.854,Australia,Widowed,52
rec-0106-dup-1,,hanah,meale,2697,melbourne,,5478 6609 2194 3711,74473.98,54,45268.4,83,86,m,79.854,Australia,Widowed,52
rec-0106-dup-2,,hanriah,meal,260u,melbourne,08 1973 0102,5478 6609 294 3711,74473.98,54,45268.4,38,86,m,79.854,Australia,Widowed,52
rec-0106-org,male,hannah,meale,2607,melbourne,08 1973 0102,5478 6609 2194 3711,74473.98,54,45268.4,38,86,m,79.854,Australia,Widowed,52
rec-0107-org,female,hattie,green,2611,sydney,03 8174 3557,5306 0474 7442 2004,78881.43,115,66446.6,21,20,m,71.959,Australia,Single,34
rec-0108-dup-0,female,pailey,rollinst,missing,brijbane,,4929 1049 5109 9969,36961.86,1,62518.7,51,55,m,72.608,united state of america,Divorced,46
rec-0108-dup-1,female,pailey,rolins,2505,brisbanw,,4929 1049 5109 9969,36961.86,1,62518.7,51,55,m,72.608,united state of america,Divorced,46
rec-0108-dup-2,,pailey,rollins,2695,brisbane,,4929 1049 519 9969,36961.86,1,62518.7,51,55,m,72.608,united state of america,Divorced,46
rec-0108-org,female,bailey,rollins,2605,brisbane,03 1581 9835,4929 1049 5109 9969,36961.86,1,62518.7,51,55,m,72.608,united state of america,Divorced,46
rec-0109-dup-0,,ckaitlin,ryan,missing,sydney,08 2410 6855,4916 71379 0850 2101,36492.46,90,108917.7,62,54,f,74.874,Australia,Married,53
rec-0109-org,male,kaitlin,ryan,2914,sydney,08 2410 6855,4916 7179 0850 2101,36492.46,90,108917.7,32,54,f,74.874,Australia,Married,53
rec-0110-org,female,holly,simmonds,2606,brisbane,07 6563 1472,6011 8401 1435 0971,58483.86,103,13555.5,64,21,na,75.923,united state of america,Married,32
rec-0111-org,female,ebony,greenhalgh,2604,brisbane,03 9370 7780,4532 8486 2734 2786,62813.27,62,46451.6,102,32,m,77.434,united state of america,Single,30
rec-0112-dup-0,male,jejsica,nevile,29o6,sydney,,49729 6025 8593 7371,50053.54,69,87597.1,72,45,f,69.931,Australia,Married,33
rec-0112-org,male,jessica,neville,2906,sydney,02 2908 6623,4929 6025 8593 7371,50053.54,69,87597.1,72,45,f,69.931,Australia,Married,33
rec-0113-dup-0,,starah,maahrable,2902,perth,07 5680 5500,5548 0145 67799 0418,64603.95,54,58517.7,94,38,f,74.176,united state of america,Divorced,8
rec-0113-dup-1,male,asarah,marable,2992,pertg,,5548 0145 7799 0418,64603.95,54,58517.7,64,38,f,74.176,united state of america,Divorced,8
rec-0113-org,male,sarah,marrable,2902,perth,07 5680 5500,5548 0145 7799 0418,64603.95,54,58517.7,64,38,f,74.176,united state of america,Divorced,8
rec-0114-dup-0,,mbya,stenti,2615,canberra,,5377 5535 8138 88628,40969.85,110,85659.9,12,23,f,80.923,Australia,Married,66
rec-0114-org,female,maya,senti,2615,canberra,03 8029 3857,5377 5535 8138 8628,40969.85,110,85659.9,12,23,f,80.923,Australia,Married,66
rec-0115-dup-0,,monique,crovch,2606,sydney,,4532 2935 634 7876,58366.75,119,300.9,906,48,na,76.696,japan,Married,56
rec-0115-dup-1,female,moniqve,krouch,2606,sydny,,4532 2935 6347 7876,58366.75,119,300.9,1906,48,na,76.696,japan,Married,56
rec-0115-dup-2,,moni4ue,crouc,2t06,sydney,,4532 2935 6347 7876,58366.75,119,300.9,106,48,na,76.696,japan,Married,56
rec-0115-org,female,monique,crouch,2606,sydney,02 3741 2567,4532 2935 6347 7876,58366.75,119,300.9,106,48,na,76.696,japan,Married,56
rec-0116-dup-0,,roistin,noble,2614,jydney,02 1098 6564,4532 7038 4052 51918,65972.59,6,60282.9,99,56,m,77.781,Australia,Married,16
rec-0116-org,female,roisin,noble,2615,sydney,02 1098 6564,4532 7038 4052 5198,65972.59,6,60282.9,99,56,m,77.781,Australia,Married,16
rec-0117-org,male,isabella,ryan,2905,melbourne,02 9525 4939,4486 0024 9236 7934,42635.31,93,44077.3,104,52,na,75.746,Australia,Married,38
rec-0118-dup-0,,cloe,wiechec,2627,syeney,,4556 0321 0834 1390,59106.64,14,87536.0,67,18,m,77.069,united state of america,Single,42
rec-0118-dup-1,female,chlo,wiecec,2617,sydhey,07 6553 1723,4556 0321 40834 1390,59106.64,14,87536.0,657,18,m,77.069,united state of america,Single,42
rec-0118-dup-2,,cloe,wichec,2617,sydneu,,4556 0321 0834 1390,59106.64,14,87536.0,67,18,m,77.069,united state of america,Single,42
rec-0118-org,female,chloe,wiechec,2617,sydney,07 6553 1723,4556 0321 0834 1390,59106.64,14,87536.0,67,18,m,77.069,united state of america,Single,42
rec-0119-org,male,stephanie,mccarthy,2913,melbourne,04 3437 5128,5237 4953 0581 1248,57557.76,17,97703.5,68,18,na,69.558,Australia,Single,2
rec-0120-dup-0,female,kaitlin,puahdey,26q5,pgerth,,6011 3885 35118 8384,50857.36,43,29061.0,33,46,f,83.703,Australia,Married,20
rec-0120-dup-1,female,ckaitlin,purdy,2615,perth,,6011 388 3118 8384,50857.36,43,29061.0,3,46,f,83.703,Australia,Married,20
rec-0120-org,female,kaitlin,purdey,2615,perth,03 4527 4159,6011 3885 3118 8384,50857.36,43,29061.0,33,46,f,83.703,Australia,Married,20
rec-0121-org,male,georgia,green,2615,sydney,04 9222 7869,4716 8378 9321 8794,80074.00,82,65158.3,64,39,m,77.009,united state of america,Married,13
rec-0122-org,male,alysha,reid,2607,sydney,04 1826 6052,5502 6158 7447 4924,14008.22,20,183779.5,79,44,f,74.237,japan,Single,42
rec-0123-dup-0,,rupy,ironz,2612,perth,,4532 78351 5543 1602,40313.40,0,24500.0,16,69,na,78.095,united state of america,Widowed,48
rec-0123-dup-1,,rupy,ironst,2612,peahth,,4532 8351 5543 1602,40313.40,0,24500.0,16,69,na,78.095,united state of america,Widowed,48
rec-0123-dup-2,,rubi,ironz,2612,perth,,4532 8351 543 1602,40313.40,0,24500.0,16,69,na,78.095,united state of america,Widowed,48
rec-0123-org,male,ruby,irons,2612,perth,07 5289 7557,4532 8351 5543 1602,40313.40,0,24500.0,16,69,na,78.095,united state of america,Widowed,48
rec-0124-org,male,hayley,beattie,2617,sydney,08 0214 5060,5102 8970 2244 7291,56991.50,5,80917.2,49,53,m,69.303,Australia,Married,23
rec-0125-dup-0,,eva,kalmust,2602,melb9urne,,4996 0348 7144 0746,31253.66,40,23063.7,442,29,f,79.420,Australia,Single,32
rec-0125-dup-1,male,tva,kalmu5,2603,melbouahne,02 2390 4021,4996 0348 7144 07746,31253.66,40,23063.7,42,29,f,79.420,Australia,Single,32
rec-0125-org,male,eva,kalmus,2602,melbourne,02 2390 4021,4996 0348 7144 0746,31253.66,40,23063.7,42,29,f,79.420,Australia,Single,32
rec-0126-dup-0,male,daylor,hanria,29p3,,07 5621 8489,5575 0719 220 3548,50292.81,61,10756.5,86,30,f,74.737,Australia,Married,88
rec-0126-dup-1,male,tawylor,hnna,2903,zydney,,5575 0719 62620 3548,50292.81,61,10756.5,86,30,f,74.737,Australia,Married,88
rec-0126-dup-2,male,tayloah,hana,2903,sydneh,07 5621 8489,5575 071 9 6220 3548,50292.81,61,10756.5,863,30,f,74.737,Australia,Married,88
rec-0126-org,male,taylor,hanna,2903,sydney,07 5621 8489,5575 0719 6220 3548,50292.81,61,10756.5,86,30,f,74.737,Australia,Married,88
rec-0127-org,male,jemma,millar,2902,melbourne,04 2550 9352,4929 1844 3607 9489,66048.94,68,13688.3,15,24,f,73.990,India,Married,37
rec-0128-dup-0,,isabela,oadey,29q3,melbourne,,4486 1244 7485 6542,56905.60,77,69091.0,55,86,m,76.536,united state of america,Divorced,61
rec-0128-dup-1,,isapella,oadey,2913,melbourn,,4486 1244 7485 6542,56905.60,77,69091.0,55,86,m,76.536,united state of america,Divorced,61
rec-0128-org,male,isabella,oatey,2913,melbourne,02 3550 6240,4486 1244 7485 6542,56905.60,77,69091.0,55,86,m,76.536,united state of america,Divorced,61
rec-0129-org,male,isabel,mcelwee,2612,sydney,08 9785 7206,5177 5860 4725 5769,28516.26,28,52129.1,76,34,na,73.872,united state of america,Married,16
rec-0130-dup-0,,matdison,kank,2601,canberra,,3523 2071 1702 8152,39948.05,42,43891.3,60,58,f,75.564,Australia,Married,51
rec-0130-org,female,maddison,kang,2602,canberra,03 2061 8529,3523 2071 1702 8152,39948.05,42,43891.3,60,58,f,75.564,Australia,Married,51
rec-0131-org,male,annabel,goldsworthy,2602,sydney,02 3917 1286,6011 8856 0650 7679,51103.34,17,74966.9,76,19,na,75.085,japan,Single,81
rec-0132-dup-0,female,stephani,tillwr,2614,pert,,5374 0775 3814 77377,78023.59,51,19354.5,50,59,f,73.059,united state of america,Widowed,73
rec-0132-org,female,stephanie,tiller,2614,perth,07 8866 7948,5374 0775 3814 7377,78023.59,51,19354.5,50,59,f,73.059,united state of america,Widowed,73
rec-0133-dup-0,female,lusy,lewkowis,missing,melboirne,,5413 6326 9786 3868,27304.74,65,42456.3,78,49,na,74.387,Australia,Married,58
rec-0133-dup-1,,lucky,lekowicz,2905,melbourne,,5413 6326 9786 3868,27304.74,65,42456.3,7,49,na,74.387,Australia,Married,58
rec-0133-org,female,lucy,lewkowicz,2905,melbourne,07 4358 2377,5413 6326 9786 3868,27304.74,65,42456.3,78,49,na,74.387,Australia,Married,58
rec-0134-org,female,hannah,nickolai,2615,sydney,04 6696 2867,6011 9648 5671 9399,11705.03,62,154490.5,85,58,f,73.459,united state of america,Married,28
rec-0135-dup-0,male,khloe,nyh,2604,jydney,,6011 6021 022 5811,60927.52,10,26730.3,34,90,f,68.094,united state of america,Married,39
rec-0135-org,male,chloe,nuh,2604,sydney,02 3542 7819,6011 6021 4022 5811,60927.52,10,26730.3,34,90,f,68.094,united state of america,Married,39
rec-0136-dup-0,,kimperley,hawes,2611,syrney,,4532 6622 91224323,62694.25,71,60612.8,54,38,m,71.962,Australia,Married,67
rec-0136-org,female,kimberley,hawes,2611,sydney,03 8680 5049,4532 6622 9122 4323,62694.25,71,60612.8,54,38,m,71.962,Australia,Married,67
rec-0137-org,female,amy,cobbin,2602,canberra,07 4436 3423,4716 0122 3029 4318,35642.00,119,40958.4,67,44,f,70.880,united state of america,Married,31
rec-0138-dup-0,,tayla,cappe|luti,2611,melbourme,,4539 55283 2683 0061,14825.60,65,4854.7,12,52,na,82.167,united state of america,Single,17
rec-0138-dup-1,,tayla,kappelluti,missing,melbourne,,4539 5528 2683 00661,14825.60,65,4854.7,12,52,na,82.167,united state of america,Single,17
rec-0138-org,female,tayla,cappelluti,2611,melbourne,04 9723 7383,4539 5528 2683 0061,14825.60,65,4854.7,12,52,na,82.167,united state of america,Single,17
rec-0139-org,male,ruby,kentsch,2904,sydney,02 5418 6105,4539 0714 8447 7768,52240.78,34,55972.6,10,22,na,80.660,Australia,Married,75
rec-0140-org,female,amy,mason,2612,sydney,07 5977 9982,5124 3164 1741 7482,19445.20,61,140402.6,80,78,f,71.679,Australia,Married,58
rec-0141-dup-0,female,alisa,mas0n,2903,melbourne,,4716 4159 01111 5763,61087.55,99,60190.8,2100,50,na,76.089,united state of america,Divorced,11
rec-0141-org,female,aliza,mason,2903,melbourne,04 6386 3824,4716 4159 0111 5763,61087.55,99,60190.8,100,50,na,76.089,united state of america,Divorced,11
rec-0142-dup-0,,makensie,mattbews,261q,perth,,6011 8979 0817 6574,30942.94,74,99333.9,98,59,m,77.420,united state of america,Divorced,82
rec-0142-org,male,makenzie,matthews,2611,perth,03 5318 0103,6011 8979 0817 6574,30942.94,74,99333.9,98,59,m,77.420,united state of america,Divorced,82
rec-0143-org,male,emiily,hanna,2602,perth,08 4090 6837,3588 0170 4287 3149,32912.81,88,133021.6,27,61,f,72.425,Australia,Married,47
rec-0144-dup-0,female,crysdal,whit,2609,hobart,08 2302 3668,4556 20572239 7523,12453.63,43,81521.1,73,35,m,72.044,united state of america,Single,16
rec-0144-dup-1,female,krystal,wite,2690,hoba5t,,4556 2057 2239 7523,12453.63,43,81521.1,83,35,m,72.044,united state of america,Single,16
rec-0144-org,female,crystal,white,2600,hobart,08 2302 3668,4556 2057 2239 7523,12453.63,43,81521.1,83,35,m,72.044,united state of america,Single,16
rec-0145-dup-0,,elijabeth,moun,2602,canbwrra,,54938 7490 3499 3592,66151.34,40,22009.7,108,39,m,80.466,japan,Married,25
rec-0145-dup-1,,elizaveth,moun,2692,canberra,,5498 37490 3499 3592,66151.34,40,22009.7,108,39,m,80.466,japan,Married,25
rec-0145-dup-2,,elijabeth,mon,2602,danberra,02 8245 9753,5498 749 3499 3592,66151.34,40,22009.7,108,39,m,80.466,japan,Married,25
rec-0145-org,female,elizabeth,moun,2602,canberra,02 8245 9753,5498 7490 3499 3592,66151.34,40,22009.7,108,39,m,80.466,japan,Married,25
rec-0146-dup-0,female,kimberli,kodding,26q7,psrth,,5380 6687 1256 4320,43086.76,94,6339.1,47,23,na,73.558,Australia,Single,36
rec-0146-dup-1,female,kimberli,kodding,2627,perth,,5380 6687 19256 4320,43086.76,94,6339.1,47,23,na,73.558,Australia,Single,36
rec-0146-org,female,kimberly,godding,2617,perth,03 8208 1962,5380 6687 1256 4320,43086.76,94,6339.1,47,23,na,73.558,Australia,Single,36
rec-0147-org,female,emiily,gerritsen,2902,sydney,04 5202 2911,5373 5644 2191 7181,75202.27,58,57240.0,76,26,m,75.705,Srilanka,Single,3
rec-0148-org,female,phoebe,jolly,2615,sydney,04 8398 2658,4916 1456 5467 7986,39172.98,113,92751.8,16,45,f,73.594,united state of america,Married,28
rec-0149-dup-0,,mya,ekan,2611,sydnei,,5583 9621 3093 0972,28518.91,41,224090.8,76,53,f,77.116,Australia,Widowed,26
rec-0149-org,female,mia,egan,2611,sydney,04 0888 0683,5583 9621 3093 0972,28518.91,41,224090.8,76,53,f,77.116,Australia,Widowed,26
rec-0150-org,male,caitlin,moolenaar,2902,melbourne,07 7642 0001,3520 8797 9047 5059,20215.74,106,30907.4,84,36,m,72.543,Australia,Single,59
rec-0151-dup-0,female,rubi,rvan,2606,sydney,,4556 1432 5833 48561,64107.66,17,47647.2,67,45,na,78.463,Australia,Divorced,41
rec-0151-dup-1,female,rubv,riean,26o5,sydney,,4556 1432 583 4851,64107.66,17,47647.2,67,45,na,78.463,Australia,Divorced,41
rec-0151-org,female,ruby,ryan,2605,sydney,04 4354 8684,4556 1432 5833 4851,64107.66,17,47647.2,67,45,na,78.463,Australia,Divorced,41
rec-0152-org,male,sophie,priest,2903,melbourne,03 8523 3238,5567 7111 9259 0798,65882.34,49,10705.6,75,75,f,72.503,Australia,Married,24
rec-0153-dup-0,male,mek,karlzen,2615,pezrth,,5544 0524 4306 8492,49708.60,63,84361.1,21,31,f,81.953,united state of america,Single,68
rec-0153-org,male,meg,karlsen,2615,perth,04 0091 5678,5544 0524 4306 8492,49708.60,63,84361.1,41,31,f,81.953,united state of america,Single,68
rec-0154-org,female,shelby,vincent,2611,melbourne,07 5906 7733,4159 4956 4996 8727,56091.87,110,149365.7,89,29,f,75.272,united state of america,Divorced,5
rec-0155-org,male,amy,stephenson,2600,sydney,04 9669 1691,4716 0300 4661 9676,42271.48,36,95667.7,108,28,na,76.793,japan,Single,28
rec-0156-org,male,olivia,lovelock,2902,melbourne,03 6607 8744,5152 9438 1334 0300,43477.83,45,72925.2,19,58,m,71.430,Australia,Divorced,32
rec-0157-dup-0,,eleny,fogf,2617,perth,,3553 2008 8091 8306,2869.80,24,87938.9,47,46,m,74.494,japan,Married,41
rec-0157-dup-1,female,eleny,fok,2617,perth,,3553 208 8091 8306,2869.80,24,87938.9,4,46,m,74.494,japan,Married,41
rec-0157-dup-2,,elebi,vogg,2617,perth,,3553 20008 8091 8306,2869.80,24,87938.9,74,46,m,74.494,japan,Married,41
rec-0157-org,female,eleni,fogg,2617,perth,03 6697 5199,3553 2008 8091 8306,2869.80,24,87938.9,74,46,m,74.494,japan,Married,41
rec-0158-dup-0,,bethamy,poylon,2607,sydnet,04 4224 0349,3557 0568 1576 17098,40719.15,57,50633.7,26,36,m,70.075,united state of america,Married,77
rec-0158-dup-1,male,betany,poylon,2607,sydne6,,3557 056 1576 1708,40719.15,57,50633.7,26,36,m,70.075,united state of america,Married,77
rec-0158-dup-2,,bedhany,boylon,26o7,sydney,,3557 0568 1576 1708,40719.15,57,50633.7,27,36,m,70.075,united state of america,Married,77
rec-0158-org,male,bethany,boylon,2607,sydney,04 4224 0349,3557 0568 1576 1708,40719.15,57,50633.7,26,36,m,70.075,united state of america,Married,77
rec-0159-org,male,arabella,sumsion,2612,perth,08 5802 9368,4024 0071 4722 3977,73234.15,100,103136.7,48,70,na,75.144,japan,Married,31
rec-0160-dup-0,female,julya,tinon,2602,melpourne,,4916 0510 76973 7376,47721.63,36,273846.0,48,43,f,75.313,India,Divorced,22
rec-0160-dup-1,,julya,dinon,2602,melbourn,,4916 0510 767 7376,47721.63,36,273846.0,48,43,f,75.313,India,Divorced,22
rec-0160-org,female,julia,dinon,2602,melbourne,02 6687 6666,4916 0510 7673 7376,47721.63,36,273846.0,48,43,f,75.313,India,Divorced,22
rec-0161-dup-0,,stephanie,berryman,2614,canperra,,4486 8511 40233 3585,38278.27,59,54868.9,321,29,m,76.498,japan,Single,68
rec-0161-org,male,stephanie,berryman,2614,canberra,02 7007 9962,4486 8511 4033 3585,38278.27,59,54868.9,31,29,m,76.498,japan,Single,68
rec-0162-org,male,isabelle,lume,2612,melbourne,07 2003 4798,3517 1560 2707 5936,53062.78,79,56948.2,72,41,f,75.311,India,Married,31
rec-0163-org,female,georgia,clarke,2906,perth,03 3736 3550,3540 6009 6518 9663,49589.72,60,48816.9,55,79,f,74.286,united state of america,Widowed,19
rec-0164-org,female,adele,dakin,2615,sydney,02 6966 5454,5411 0935 6578 0415,45633.25,20,92576.9,63,37,m,75.418,Australia,Married,32
rec-0165-dup-0,,natazha,campbell,2600,melbourne,,5331 7040 581 4877,35586.02,29,94887.6,5,21,m,74.239,Australia,Single,1
rec-0165-dup-1,,natasba,cambell,2600,melnourne,03 7565 7358,53531 7040 5841 4877,35586.02,29,94887.6,15,21,m,74.239,Australia,Single,1
rec-0165-dup-2,female,nadasha,campbeol,missing,melhourne,,5331 7040 5841 4877,35586.02,29,94887.6,15,21,m,74.239,Australia,Single,1
rec-0165-org,female,natasha,campbell,2600,melbourne,03 7565 7358,5331 7040 5841 4877,35586.02,29,94887.6,15,21,m,74.239,Australia,Single,1
rec-0166-org,male,kylee,pakulis,2611,sydney,04 6663 4918,4916 9426 6003 5427,61865.66,108,75160.0,68,74,m,67.595,united state of america,Widowed,56
rec-0167-org,male,peyton,havelberg,2617,perth,03 4830 0577,4556 7231 3547 5710,32675.50,83,46005.8,103,34,m,78.648,India,Single,22
rec-0168-org,male,madeleine,dearing,2617,sydney,02 9560 7315,5584 1753 4348 2645,16954.57,98,81321.7,44,58,na,74.995,united state of america,Married,36
rec-0169-org,female,abbey,fajri,2615,sydney,07 3094 7430,4539 7393 1242 4281,37356.86,3,81843.8,28,50,na,65.141,united state of america,Married,33
rec-0170-dup-0,male,poebe,dixoj,2607,melbourne,,4024 007 3033 0151,93163.13,22,41086.1,10,52,na,73.731,Srilanka,Married,13
rec-0170-dup-1,,phoepe,dix0n,260u,melbourne,08 5162 9275,4024 0071 3033 0151,93163.13,22,41086.1,81,52,na,73.731,Srilanka,Married,13
rec-0170-org,male,phoebe,dixon,2607,melbourne,08 5162 9275,4024 0071 3033 0151,93163.13,22,41086.1,11,52,na,73.731,Srilanka,Married,13
rec-0171-dup-0,,vanejsa,walleah,2615,melbourbe,,4532 0270 5892 0663,49252.73,99,48207.9,61,66,m,77.618,Australia,Married,63
rec-0171-org,female,vanessa,waller,2615,melbourne,08 9281 1404,4532 0270 5892 0663,49252.73,99,48207.9,61,66,m,77.618,Australia,Married,63
rec-0172-org,male,katelyn,papazafiropoulos,2607,sydney,08 4904 4344,4539 4172 3821 9701,53019.76,75,53455.1,36,57,f,75.176,united state of america,Married,21
rec-0173-org,female,shantal,chandler,2611,brisbane,04 1759 3265,6011 4626 6273 3274,27887.15,102,30579.5,39,31,f,76.816,Australia,Married,35
rec-0174-org,male,talissa,iliffe,2602,melbourne,04 8265 2795,4024 0071 3926 8212,96450.34,82,25076.8,91,73,na,72.695,united state of america,Married,17
rec-0175-dup-0,,mya,mac onocie,26o5,melbourne,,4861 3248 9085 0369,48428.39,33,67596.6,55,29,m,79.425,India,Single,22
rec-0175-dup-1,,mya,mac onochie,missing,melbourne,,4861 32484 9085 0369,48428.39,33,67596.6,55,29,m,79.425,India,Single,22
rec-0175-dup-2,male,mia,mac onoxie,260r,melburne,,4861 3248 9085 0369,48428.39,33,67596.6,5,29,m,79.425,India,Single,22
rec-0175-org,male,mia,mac onochie,2605,melbourne,04 6033 7024,4861 3248 9085 0369,48428.39,33,67596.6,55,29,m,79.425,India,Single,22
rec-0176-dup-0,,rupy,rixmond,2905,sydjey,,5165 4767 2839 3283,44814.47,28,65989.0,66,54,f,77.055,Australia,Married,20
rec-0176-dup-1,,ruby,rixmond,2005,aydney,,5165 4767 2839 3283,44814.47,28,65989.0,66,54,f,77.055,Australia,Married,20
rec-0176-org,male,ruby,richmond,2905,sydney,03 4497 7200,5165 4767 2839 3283,44814.47,28,65989.0,66,54,f,77.055,Australia,Married,20
rec-0177-org,male,paige,garcia,2612,sydney,02 1080 4408,5330 3380 7947 2571,49127.63,81,109567.7,13,44,f,66.164,united state of america,Married,51
rec-0178-dup-0,,olivia,clarcke,2913,sydney,,5368 7722 29663371,44533.05,5,76946.4,73,47,f,72.068,japan,Married,32
rec-0178-dup-1,,olivya,clarke,2913,sydney,,5368 7722 2966 331,44533.05,5,76946.4,3,47,f,72.068,japan,Married,32
